title,romurbital,unidentified
amyclanus sinus,,
ad rotas,,
rotae,,
allifae,,
alifae,,
allifai,,
agellum,,
ad turres,,
antinum,,
abellinum,,
abellinon,,
acherusia palus,,
acherousia limne,,
lake fusaro,,
lago del fusaro,,
epomeus m.,,
epopos m.,,
monte epomeo,,
gaurus m.,,
monte barbaro,,
monte gauro,,
lactarius,,
imeus m.,,
forca caruso,,
furculae caudinae,,
lavernae,,
herculis petra,,
scoglio di rovigliano,,
interamna lirenas,,
interamnion,,
interamnates sucasini,,
fregellanum,,
fabrateria vetus,,
phabrateria,,
hamae,,
iuvencus,,
ferentinum,,
fagifulae,,
fregellae,,
fregéllai,,
invinias,,
fucinus l.,,
fucine lake,,
phoukina limne,,
decennovium,,
iovis lareni,,
kupelternum,,
cubulteria,,
conpulteria,,
compulteria,,
cubulterni,,
falernus ager,,
cumae,,
kým?,,
frentani,,
phrentanoi,,
herculaneum,,
ercolano,,
herculaneum,,
herakleion,,
fabrateria nova,,
fabraterni novi,,
fibrenus,,
cumanus sinus,,
kymaios kolpos,,
faustianum,,
iuvanum,,
diana tifatina,,
frusino,,
frosinone,,
phrousinon,,
gallinaria silva,,
gallinaria hule,,
villa di lucio mamurra,,
herculis rani,,
fundi,,
fundoi,,
digentia,,
forum popillii,,
foropopulienses ex falerno,,
foros popliou,,
formiae,,
formiai,,
dikaiarcheia,,
puteoli,,
pozzuoli,,
potíoloi,,
colonia neronensis claudia augusta,,
fundanus l.,,
lago di fondi,,
eumorfiana,,
scoglio della botte,,
velabrum,,
velabro,,
lucus furrinae,,
syrian sanctuary,,
alsos erinnuon,,
wymondley roman villa,,
ninesprings roman villa,,
al-raj?bah,,
le murella,,
tel bet shemesh,,
'ain shems,,
arcadian gate,,
al kowm,,
house of assembly,,
assembly hall,,
assembly room,,
torah shrine room,,
hieròn aphrodít?s ouranías,,
altar and sanctuary of aphrodite ourania,,
st. michael's mount,,
adamkayalar,,
terme di diocleziano,,
z?l?l ?b,,
wadi al-jarf,,
bethalaga,,
tall gesar,,
teatro romano,,
santi quaranta (benevento),,
house of the skeleton,,
casa dello scheletro,,
suny house,,
ra?appa,,
ru?apu,,
ponte di traiano,,
ponte tre ponti,,
ponte traiano,,
mogilla,,
so-called villa on the lake,,
colle rasto,,
parco delle tombe di via latina,,
tombs of via latina,,
ponte di malafede,,
sa??b,,
bays?n,,
temenos di athena,,
kö?k,,
la marmotta,,
serrone di bove,,
villa di pompeo magno,,
pompeo,,
albano cn. pompei,,
torrione di via prenestina,,
s. laurentius,,
campus salinarum romanarum,,
salinae,,
sep. plautii,,
s. clemens,,
priscilla,,
catacomb of priscilla,,
sublanubium,,
sublanuvio,,
saxa rubra,,
catacombe di sant'alessandro,,
borgo le ferriere,,
satricum,,
s. sebastianus,,
san sebastiano fuori le mura,,
catacomb of callixtus,,
tiberis,,
tiber,,
albula,,
thybris,,
tevere,,
tiberis,,
s. scholastica,,
sep. c. maenius bassus,,
tomb of annia regilla,,
tempio del dio redicolo,,
quintilii,,
villa dei quintili,,
regillus l.,,
sant'agnese fuori le mura,,
sublaqueum,,
tibur,,
tíboura,,
tivoli,,
tIBUrtes,,
sep. geta,,
simbruina stagna,,
robigo,,
pons mulvius,,
pons milvius,,
ponte milvio,,
villa dei sette bassi,,
sabina,,
s. petrus,,
basilica papale di san pietro in vaticano,,
saint peter's basilica,,
san pietro del vaticano,,
portus,,
area archeologica del porto di traiano,,
portus romae,,
porto,,
praeneste,,
palestrina,,
prainestós,,
polystephanus,,
praenestini,,
pometia,,
s. paulus,,
basilica of saint paul outside the walls,,
basilica papale di san paolo fuori le mura,,
sacer mons,,
setia,,
setia,,
sezze,,
roma,,
rome,,
rhome,,
rom?,,
rom,,
roma,,
rome,,
signia,,
segni,,
signia,,
tomba di cecilia metella,,
mausoleo di cecilia metella,,
tomb of caecilia metella,,
caeciliae metellae (sepulcrum),,
RATHLIN ISLAND,,
reachlainn,,
nichoria,,
ti-mi-to-a-ke-e,,
le vignacce,,
villa delle vignacce,,
varia,,
trebula suffenas,,
trebula,,
villa magna,,
tusculum,,
tuscolo,,
tousklon,,
touskoulon,,
coemeterium pamphili,,
villa pamphili,,
villa di vibio varo,,
villa of vibius varus,,
villa domitiani,,
villa di domiziano (castel gandolfo),,
villa of domitian,,
domitiansvilla in castel gandolfo,,
villa maxentii,,
villa of maxentius,,
villa di massenzio,,
trerus,,
tolerus,,
tres tabernae,,
tres tabernas,,
villa neronis,,
villa hadriani,,
hadrian's villa,,
villa adriana,,
troia,,
vicus alexandri,,
veii,,
veio,,
beientia,,
ouioi,,
vei(s),,
velitrae,,
ouelitrai,,
veliterni,,
vicus augustanus laurentium,,
tell beydar,,
nabada,,
pertosa caves,,
aqua iulia,,
aqua virgo,,
aqua marcia,,
aqua alsietina,,
aqua appia,,
aqua appia augusta,,
aqua claudia,,
aqua anio novus,,
aqua anio vetus,,
aqua antoniniana,,
aqua alexandrina,,
aqua tepula,,
aqua traiana,,
gabii,,
gabies,,
monte del grano,,
compitum,,
osteria della fontana,,
iuppiter latiaris,,
nomentum,,
nomentani,,
cremera,,
kremera,,
hernici,,
hernikoi,,
labicum,,
labikon,,
octavii,,
norba,,
norba,,
rovine di norba,,
norma,,
necropolis of porto - isola sacra,,
cora,,
kora,,
fortis fortuna,,
fanum fortis fortunae,,
villa di lucio vero,,
lamnae,,
ad laminas,,
ad lamnas,,
crustumerium,,
crustumini,,
lorium,,
catacomba dei giordani,,
ficulea,,
laurenton,,
laurentum,,
laurentes,,
latium vetus,,
fidenae,,
phidenai,,
fidenates,,
grotta oscura,,
pedum,,
dea dia t(emplum),,
osteria dell'osa,,
gordiani,,
lepinus,,
lavinium,,
lavinium,,
ficana,,
naumachia,,
ostia,,
ostia,,
ostia antica,,
lanuvium,,
diana,,
artemision,,
templum dianae,,
marmenia,,
domus marmeniae,,
villa di tor carbone,,
fortuna muliebris,,
fregenae,,
freg?na,,
numicus,,
corniculum,,
nemorensis l.,,
lago di nemi,,
iuppiter,,
forum appii,,
tomb of arellia tertulla,,
torre caetani,,
nuraghe santu antine,,
tempio di nettuno,,
second temple of hera,,
aeflanus,,
collatia,,
kollatia,,
antemnae,,
antemnai,,
antemnates,,
coemeterium maius,,
catacomba maggiore,,
aquae albulae,,
ad sponsas,,
cabum,,
ad statuas,,
aquae albulae,,
alboula,,
antium,,
anzio,,
antion,,
calepodius,,
colle gentile,,
aefula,,
ad decimum,,
castel di decima,,
albanus m.,,
monte cavo,,
albanon oros,,
alban mount,,
algidus m.,,
monte artemisio,,
alsium,,
ladispoli,,
alsion,,
ceres et faustina,,
barco borghese,,
ad decimum,,
ad nonum,,
astura,,
storas potamos,,
castra albana,,
ad aquas salvias,,
ad nonum,,
castrimoenium,,
albunea,,
ad duas lauros,,
capitolium,,
castel gandolfo,,
alba longa,,
alba longa,,
albanus l.,,
lago albano,,
anagnia,,
anagnia,,
baebiana,,
ad gallinas albas,,
algidus,,
algidon,,
careiae,,
torraccio della cecchina,,
aricia,,
arikia,,
ariccia,,
aricini,,
ad pictas,,
pictas,,
ad bivium,,
bovillae,,
bobellas,,
caere,,
kaisra,,
agylla,,
cerveteri,,
ágylla,,
kairea,,
ad turres,,
anio,,
anion,,
campus martius,,
aeQUI,,
aikoi,,
acqua acetosa laurentina,,
ad quintanas,,
ardea,,
ardea,,
villa degli antonini,,
altipiani di arcinazzo,,
arcinazzo romano,,
ad sextum,,
afilae,,
temple of athena pallenis,,
pall?nídos ath?naí?s hirón,,
kv17,,
ponte rotto,,
lacene,,
bilske horodyshche,,
bel'skoe gORODISHChe,,
gelonos,,
gelonus,,
lacus curtius,,
assur archive 16,,
n 5 archive,,
d?r untaš,,
d?r untasi,,
d?r und?si,,
d?r-untaš,,
?o?? zanb?l,,
?o?a zanbil,,
šu?? zanb?l,,
chugh? zanb?l,,
drymonas archontochoriou,,
bay??,,
dhat kahl,,
qaryat al-faw,,
chiesa di santa prisca,,
khirbet qeiyafa,,
arco di adriano,,
ešarra,,
e?ursaggalkurkurra,,
e?ursagkurkurra,,
eamkurkurra,,
r?mum,,
b?t aššur,,
b?t enlil,,
casa del marinaio,,
casa di niobe,,
casa del gallo,,
erimon,,
argeades,,
abala,,
ithacesiae,,
crimissa,,
crimisa,,
besidiae,,
kyterion,,
menekine,,
klete,,
micodes,,
badiza,,
laboula,,
bergae,,
crataeis,,
acheruntia,,
acheruntini,,
aceruntini,,
argentanum,,
drys,,
cossa,,
cosa,,
buthrotus,,
bulotus,,
linos pr.,,
ami…,,
ami,,
lymphaeum,,
chone,,
eugiton,,
eugyon,,
aque ange,,
ad fretum ad statuam,,
herculis,,
erculis,,
ad mallias,,
ares,,
ethai,,
carissanum,,
amphrisia saxa,,
frentinum castrum,,
lokanos,,
brystakia,,
consilinum castrum,,
macalla,,
latapadon,,
camere ager,,
clibanus m.,,
gargarum,,
agellum,,
annicia,,
lusias,,
facenio,,
lyka,,
apsias,,
amantia,,
garga,,
celennia praerupta,,
ligeia,,
malanios,,
molee,,
meleissa,,
arianthe,,
arinthe,,
eranusa,,
lagaria,,
baletus,,
dioscoron,,
balarus,,
lametinoi,,
meloessa,,
elleporos,,
artemision,,
mustiae,,
ixias,,
acherontini,,
tylessos m.,,
patrai,,
pallantion,,
patykos,,
tyris,,
taurianos skopelos,,
polites,,
heroon politou,,
semuncla,,
ninaia,,
portus herculis,,
herakleous limen,,
nuceria,,
petra haimatos,,
sestion,,
romechium,,
romethium,,
siberine,,
zakynthos,,
polie,,
polme,,
stracteros,,
stracteos,,
pandosia,,
terinaeus sinus,,
terinaios kolpos,,
ocriculum,,
pecoli,,
paccolicus,,
petelina,,
ogygia,,
calypsus,,
thelunti,,
thesunti,,
parthenius portus,,
succeiano,,
veneris,,
regio ii degli scavi archeologici di pompei,,
seleucid empire,,
aššur-mušalbir-palê-šarri-?piš?šu-n??ir-umm?n?šu,,
aššur-mulabbir-palê-šarri-?piš?šu-n??ir-per??šu,,
suhail,,
felskapelle amenophis' ii.,,
subura,,
water gate,,
argiletum,,
nuraghe porcarzos,,
kastro phaneromenis,,
kastro kochylou,,
caudini,,
kaudinoi,,
lago di fogliano,,
circo massimo,,
circus maximus,,
hippodromon,,
tell umm amer,,
tell umm el-?amr,,
poecile,,
grannaio,,
granai pubblici,,
granai del foro,,
school,,
scuola,,
forum holitorium,,
forum venale,,
horrea granariorum,,
vii.7.29,,
holitorium,,
lemonia,,
auginus mons,,
emekiliburur,,
b?t šarrat-larsa,,
ekišnugal,,
egišnugal,,
b?t sîn,,
horkum,,
casa delle suonatrici,,
house of marcus lucretius,,
ix.3.5,,
casa di marco lucrezio,,
emah,,
b?t b?let-il?,,
b?t ninhursagga,,
b?t ninmah,,
ebursasa,,
b?t šara,,
egišhurankia,,
b?t b?let-nin?a,,
ehursagankia,,
terina,,
taurianum,,
tauriana,,
tauroentum,,
vibonensis sinus,,
golfo di sant’eufemia,,
pyxous,,
buxentum,,
policastro bussentino,,
sîris,,
siris,,
vivarium,,
siris,,
semnus,,
taurianum,,
taurinum,,
vaticanum pr.,,
velia,,
elea,,
bellias,,
hyele,,
serdaioi,,
subsicivo,,
succeiano,,
paternum,,
zephyrium pr.,,
roscianum,,
scyllaceus sinus,,
tacina,,
scylla,,
scyllaion,,
thurinus sinus,,
trapeia,,
sybaris,,
thurii,,
copia,,
semirus,,
rhegion,,
regium,,
reggio di calabria,,
traeis,,
scylletium,,
scolacium,,
scylaeium,,
scolacium minervia,,
petelia,,
petelia,,
semnum,,
scinasium,,
regium pr.,,
punta caLamizzi,,
taisiai,,
taisia,,
scyle,,
sileon,,
thagines,,
tacina,,
sybaris,,
sybaris,,
thebae lucanae,,
rouskiane,,
talaos,,
strongyle,,
isola stromboli,,
strongyle,,
pellena,,
scyllaeum pr.,,
torre mordillo,,
talaos kolpos,,
sagras,,
sagra,,
teura,,
portus orestis,,
sikeloi,,
skidros,,
pyxous,,
skylakion oros,,
temesa,,
tempsa,,
sila,,
teuranus ager,,
sabutus,,
kalabros,,
savuto,,
tannus,,
porta all'arco,,
heraclea,,
herakleia,,
kaikinos,,
cocinto,,
cocineion,,
kaulonia,,
kaulonia,,
caulonia,,
caulon,,
krimissa,,
krimisa,,
clampetia,,
lampeteia,,
amantia,,
nerulum,,
lokroi epizephyrioi,,
narycia,,
locri,,
muranum,,
summuranum,,
kainys,,
consentia,,
cosenza,,
kosentia,,
euonymus,,
isola panarea,,
euonymos,,
hera,,
leucopetra,,
meto,,
hylias,,
palazzi,,
palazzi di casignana,,
villa romana di casignana,,
krimissa pr.,,
krimisa pr.,,
punta alice,,
crathis,,
crater,,
crati,,
laus amnis,,
lao,,
laos,,
emporion,,
medma,,
mamertion,,
lametikos kolpos,,
lametus,,
medma,,
medma,,
heracleum pr.,,
interamnium,,
metaurum,,
hipporum,,
metaurus,,
croton,,
croto,,
crotona,,
kroton,,
promunturium lacinium,,
lacenium,,
oenotri,,
oinotroi,,
lagaría,,
palinurus pr.,,
medma,,
hipponion,,
vibo valentia,,
ouibôna oualentía,,
vibona balentia,,
lampetes pr.,,
laos,,
lavinium,,
hikesia nesos,,
basilidin,,
decastadium,,
palinurus,,
melpes,,
fiume mingardo,,
molpa,,
ocinarus,,
iapygum pr.,,
dioskourias akra,,
crotalus,,
halex,,
neaethus,,
fiume neto,,
leucopetra pr.,,
bruttium pr.,,
petra tes regies,,
punta di pellaro,,
italia,,
italía,,
kainys,,
caenus,,
moscius,,
cocynthum pr.,,
naniglio archaeological site,,
leucosia,,
ithacesiae,,
lucani,,
leukanoí,,
bruttius sinus,,
locrensis sinus,,
angitula,,
castra hannibalis,,
annibali,,
carcinus,,
ad columnam,,
aufugum,,
ad fluvium angitulam,,
annicia,,
annicia,,
caprasia,,
ad fluvium sabutum,,
acheron,,
arciade,,
arocas,,
ad mallias,,
aisaros,,
aesar,,
apollo alaeus,,
blanda,,
palecastro di tortora,,
ad turres,,
buxentum pr.,,
pyxous akra,,
cesernia,,
cerilli,,
ad vicesimum,,
bruttii,,
brettii,,
bréttioi,,
aprustum,,
altanum,,
necropolis of pompeii,,
assur archive 52b,,
acbatana,,
aedes fauni,,
temple of faunus,,
baths of ampelos,,
viii.3.9,,
workshop of anteros,,
collegium aurificum,,
gardens of maecenas,,
columbarium of pomponius hylas,,
monte cornacchia,,
tapah g?r?n,,
via ostiensis,,
skirados athenas naos,,
hordiivka,,
forum alieni,,
anneianum,,
vatreni portus,,
fossa claudia,,
clodia,,
fossa clodia,,
berua,,
fossa philistina,,
tall n?yaja,,
maiden castle,,
villa of the mysteries,,
villa dei misteri,,
mysterienvilla,,
arco dei gavi,,
gonur depe,,
go?ur depe,,
novaya beden'ga i,,
sakchenoi,,
odanda,,
saba,,
zamareni,,
zenobiou,,
juzur khur?y? mur?y?,,
sachalitis,,
sacamum,,
troullas,,
phoda,,
foth,,
tota,,
thialemath,,
thiallela,,
smyrnophoros chora,,
save,,
sabe,,
tamna,,
thomna,,
thumna,,
pyraloi,,
rhadamaei,,
marmei,,
narmaei,,
rhammanitae,,
orneon,,
sarouon,,
thonabaei,,
tonabaei,,
ptolemais theron,,
thomala,,
saraka,,
oreine,,
raida,,
syagros pr.,,
sygaros pr.,,
syagros akra,,
sapphar,,
saphar,,
tafra,,
tapharon,,
tarphara,,
trogodytice,,
trogloditike,,
sachalites sinus,,
al qamar bay,,
ghubbat al qamar,,
zabida,,
taruda,,
opone,,
emporion opone,,
dar es salaam,,
rhapta,,
zaabram,,
zabram,,
zadrame,,
sabatha,,
sabata,,
sabota,,
chabatanon,,
tretos,,
tritos,,
sammaei,,
agora of the italians (delos),,
monte leco,,
tuledo,,
monte lecco,,
kekrópion,,
cariati,,
cariati tachoali,,
cariati achoali,,
cariath tacitoali,,
cariat tacitoali,,
chinati thacalin,,
cyrmica,,
cyrituca,,
malangitai,,
kokkonatou,,
deire,,
berenice epidires,,
kamna,,
caminacum,,
camiaeum,,
chamimaum,,
maphoritae,,
olafi,,
sata,,
nestus,,
maritha,,
bracheia,,
prasodes thalassa,,
aksum,,
auxoume,,
axoume,,
axoumis,,
kane,,
ausaritis,,
bosara,,
ethraui,,
et thauri,,
thauri,,
suqutra,,
dioskourides,,
dioskorides,,
marimatha,,
mariaba,,
mariba,,
amara,,
mara,,
baraba,,
barmalacum,,
marasdu,,
mareliabata,,
palmalachum,,
palmalacum,,
sabas,,
saba,,
neogilla,,
neogeiala,,
kebranitai,,
camarum,,
debai,,
dedebae,,
obie,,
koloe,,
malao,,
cardava,,
cardaba,,
charmei,,
carmei,,
laupas,,
boulikas,,
mosylon emporion,,
aualites sinus,,
indicum mare,,
indikon pelagos,,
dacharenoi,,
azanium mare,,
barbarikon pelagos,,
hippalon pelagos,,
labaetia,,
labecia,,
labraum,,
maipha,,
mephra,,
maithath,,
caripeta,,
cosaba,,
ioula,,
aualites,,
aualites,,
baitios,,
baitheo,,
exusta,,
katakekaumene,,
lexianae,,
minaei,,
minaioi,,
minoes,,
mouza emporion,,
chardaleon,,
cardaleon,,
cardalena,,
homeritai,,
amiroei,,
hamiroei,,
omerita,,
homeritae,,
azania,,
badeo,,
badis,,
mesala,,
mesalum,,
nagia,,
coralis,,
corolia,,
periba,,
moundou,,
mondou,,
lathinat,,
libanophoros chora,,
libanotophoros chora,,
cerbani,,
caeubani,,
catapani,,
cebbranitae,,
cebbanitae,,
gabonita,,
gataphani,,
gebbanitae,,
kattabenoi,,
kithibanitai,,
kitibanitai,,
kottabanoi,,
kotabanoi,,
tabam,,
casani,,
gasani,,
kassanitai,,
lysanitae,,
lusor,,
mosylon pr.,,
chelonitis,,
nagara,,
melan,,
gedranitae,,
bachylitae,,
datilum,,
devade,,
kinaidokolpitai,,
notou keras,,
aromata pr.,,
malichou,,
canon,,
karbai,,
carphati,,
ausara,,
calingi,,
chalingii,,
elephas pr.,,
meda,,
nascus,,
aska,,
nesca,,
marma,,
merme,,
elisaroi,,
athroula,,
laththa,,
athlula,,
athrida,,
bar?qish,,
karna,,
carnus,,
karnana,,
canauna,,
nossa,,
messa,,
mamaeum litus,,
mamali,,
kinnamomophoros chora,,
kinnam?mophóros ch?ra,,
dela,,
porta san lorenzo,,
qal'at jarmo,,
gebel el-silsila,,
[claterna],,
meduacus minor,,
rubico,,
rubicon,,
rubicone,,
scultenna,,
skOULTANNA,,
sacis ad padum,,
ostium volane,,
forum livii,,
forlì,,
pagus disaenius,,
padusa,,
forum popilii,,
septem maria,,
dripsinates,,
liquentia,,
meduacus maior,,
colicaria,,
ostium carbonaria,,
hatria,,
atria,,
adria,,
faventia,,
faventia,,
faventini,,
faenza,,
spina,,
spina,,
portus liquentiae,,
neronia,,
naroma,,
iulia concordia,,
retron,,
septem maria,,
silarus,,
rhenus,,
idex,,
castellum,,
portus edronis,,
felsina,,
bononia,,
bologna,,
heraclia,,
eraclia,,
ostium caprasiae,,
plavis,,
feraria,,
hadriani,,
radriani,,
ostium fossiones,,
opitergium,,
oderzo,,
opitergion,,
silis,,
hostilia,,
ravenna,,
rhaouenna,,
equilum,,
ligeris,,
lagaris,,
lagare,,
castrum cumiacli,,
castrum volaenes,,
mons silicis,,
fiume lemene,,
reatinum,,
portus reatinus,,
sinnius,,
ostium eridanum,,
ostium spineticum,,
sapis,,
sápis,,
padus,,
eridanus,,
rex eridanus,,
duplavilis,,
lingones,,
misquilenses,,
classis,,
classe,,
patavium,,
padova,,
padua,,
forum cornelii,,
imola,,
ostium sagis,,
compitum ad confluentes,,
ad confluentes,,
corniculani,,
kainua,,
marzabotto,,
ostium philistina,,
forum gallorum,,
agora kelton,,
paludes tartari,,
claterna,,
meduacus minor,,
lavinius,,
sabis,,
fossis,,
sarnis,,
boii,,
boi,,
augusta,,
ad sanos,,
ager gallicus,,
ad palatium,,
ad novas,,
aemilia,,
auraei,,
ad rubiconem,,
anemo,,
ad medias,,
ad xii,,
meduacus maior,,
cadianum,,
ariminum,,
ariminus,,
maricla,,
astagus,,
caesena,,
aprusa,,
ausa,,
ad ix,,
ad idicem,,
altinum,,
ad finem,,
acelum,,
ateste,,
butrium,,
athesis,,
atesis,,
athesios,,
aponus,,
fons aponi,,
ad cerasias,,
brinta,,
ad sinnium,,
ad silarum,,
ad portum,,
ad portu,,
bedesis,,
brundulum,,
atrianorum paludes,,
çelebiba?i,,
vicus aventia,,
tartarus,,
tarvisium,,
treviso,,
vicus serninus,,
utens,,
togisonus,,
vicetia,,
vicenza,,
torcellum,,
vatrenus,,
fluvius saternum,,
venetia,,
vicus varianus,,
vitis,,
achomai,,
achomeni,,
adedou kome,,
al-?udaida,,
hodeida,,
amnestum,,
nestum,,
aromata emporion,,
are,,
ammoniou pr.,,
adouli,,
adule,,
apitami,,
actaei,,
acthei,,
ammoni,,
arsinoe,,
agraei,,
harrei,,
astapous,,
ailou kome,,
amaitaei,,
aithiopika,,
askitai,,
alalaiou,,
aliaeu,,
dahlak archipelago,,
aethiopia,,
abasenoi,,
abisama,,
ambisama,,
ebisma,,
agathokleous,,
akme,,
ambe,,
akila,,
okelis,,
ocilia,,
asichon pr.,,
adoulitikos kolpos,,
abyssa,,
abissagi,,
sumhuram,,
khor rori,,
ararene,,
adana,,
anchitai,,
akchenoi,,
adane,,
athenae,,
eudaimon arabia,,
n?soi eudaimones,,
?adan,,
adan,,
mad?nat aš-ša?b,,
arabia eudaim?n,,
arabia eudaiman,,
eudaim?n polis,,
eudaim?n arabia,,
anagrana,,
negram,,
negrana,,
arabicus sinus,,
erythraeum,,
erythrum,,
rubrum mare,,
indike thalassa,,
red sea,,
